gender,race,age,ses,gap_years,negotiation,zip,university_quality,skills,experience_years,education_level,screening_score,u_confounder,shortlisted
Male,Majority,41,-1.2232192243634474,0.4941066590055518,-0.3314520385376108,0.238,-1.548111007427405,-2.2155727460668264,18.505893340994447,HighSchool,-0.8040315483175483,-1.2674464814437032,0
Female,Minority,48,-2.4990699589588137,0.38322210894516984,-0.022940430871994266,0.901,-2.392064260953543,-2.7094144413706176,25.61677789105483,HighSchool,-2.4933260794133543,0.2712643588217015,0
Male,Majority,47,1.0935475189447674,0.0,-0.8771059120714292,-0.055,0.49779863711918343,0.7030216573704103,25.0,PhD,0.6489188648889919,0.15675108662422516,1
Male,Majority,45,-0.2921430597084419,0.07107539672107342,-0.491701869165986,-0.131,1.7148424220933656,1.490409560556776,22.928924603278926,Masters,1.7712559903663432,-0.18693094462995438,1
Male,Minority,49,-0.3020004607849327,0.0,0.8146560255307081,0.776,-1.27753775215948,-0.8304838781577535,27.0,HighSchool,0.31358482100840507,-2.516759710820513,0
Male,Minority,50,-0.5831493772372459,0.0,-0.401209839305866,0.598,-0.9350219853116083,0.04903120940636996,28.0,Bachelors,1.6908930845135937,-0.5386928958466366,1
Male,Majority,40,0.6611596330554822,0.0,0.07569926239158281,-0.04,0.4982934622204434,0.6709945423817721,18.0,Bachelors,0.9250488614372571,-0.048500945401071985,1
Female,Minority,33,0.45780124892712964,0.5707459329043816,-0.07365862017422736,1.275,-0.7674844149693711,-0.44178895548312747,10.429254067095618,Bachelors,-1.5432527998465269,0.11330898600330756,0
Male,Majority,49,-1.47703245083543,0.0,-1.4612537263290895,0.283,-1.5121951981331823,-1.3984026950710648,27.0,HighSchool,0.3899594607067018,-1.5301357655053935,0
Female,Majority,24,-1.0019711290504643,0.2815223382041231,-0.9411471796336524,0.113,-1.3087702633477727,-1.1793815720817817,1.7184776617958768,HighSchool,-0.8508596867281047,-0.47775327603393064,0
Female,Majority,27,0.148581457609923,1.052266991646007,-0.849397917813474,0.12,0.6580434773552986,0.2516674787041603,3.947733008353993,Bachelors,0.6293941810416601,-0.9785190780566395,0
Female,Minority,37,-1.67270376302082,1.0122907414808713,-0.0885764649771636,0.995,-1.7331811141834308,-0.26013137080334703,13.987709258519128,HighSchool,-0.15344982357674666,-0.8088372394255993,0
Female,Majority,27,-0.626415028289052,0.9483386405433465,-0.8347375061650393,0.144,0.2603888005515732,0.6317878579490177,4.051661359456654,Masters,-0.8416206228652272,1.0608986233860787,0
Female,Majority,53,-1.10432254121583,1.34068468108248,-0.6247858226870513,0.092,-1.568507061251529,-2.0510616825617976,29.65931531891752,HighSchool,-1.5703012076264269,-0.8075346753318965,0
Female,Majority,30,-0.21390893115513263,0.7084105174833248,-0.681802347946882,0.087,-0.2624070878796049,0.30834187114582706,7.291589482516676,Bachelors,-1.5443678131011287,-0.0325217049455206,0
Male,Majority,25,0.5077414795028641,1.1259316924404335,-1.1578126741003865,0.368,1.0999741968225727,1.2676764333847215,1.8740683075595665,PhD,0.08025834236243104,0.8843898673831739,0
Male,Majority,40,-0.13573424669898815,0.5247598153160558,0.7152877864101168,-0.076,-0.1718477960985009,-0.5566768616183446,17.475240184683944,Bachelors,0.28296401210855826,-0.583600432743302,0
Male,Majority,54,0.3450853204330906,0.0,-0.3049590990839555,-0.154,-0.021046027784301063,-0.15821788652228685,32.0,Bachelors,0.966666837668977,-0.11170194958415963,1
Female,Majority,27,0.45293303682553293,0.0,-0.6399631926565498,-0.113,-0.46243077093602875,0.30073016727266527,5.0,Bachelors,-0.5720259065653276,0.11046414324948059,0
Male,Majority,24,-1.3128135022854572,0.0,0.09889915877629966,0.252,-0.7065677993660096,0.04643519037106458,2.0,Bachelors,-0.46661676253722983,0.06378177425506196,1
Male,Majority,40,-1.1541943164775392,0.5155966392665737,-1.3189227036610969,0.475,-0.6597942689438957,-0.6408928593428027,17.484403360733427,Bachelors,0.029675486073204596,-1.2250558264176934,0
Female,Majority,28,-2.257958537680772,0.48028199714998393,-0.7381346245289199,-0.615,-1.208001898682007,-0.9505676983185936,5.519718002850016,HighSchool,-1.9720049607214383,0.0761402303770081,0
Female,Majority,35,1.6622639333363316,0.812042836997401,0.5827252253351531,0.4,2.269838243324477,2.533574311060428,12.187957163002599,PhD,1.5298961776450242,1.3588234217415376,1
Male,Minority,44,-1.0468599040685613,0.0,1.1583873628731605,0.76,-0.479179626673138,-0.12094046875047612,22.0,Bachelors,0.38804644999163357,-1.5471446781284823,1
Male,Majority,53,-0.5819464441325557,0.1493014390972717,0.7532135440773124,-0.128,0.4105042940045696,0.12324595034062565,30.850698560902728,Bachelors,1.6634875233776885,0.8593826880215982,1
Female,Majority,47,-0.4246638384999734,0.2733936404559915,-1.4402235627340025,0.043,-1.372740767225024,-1.743488124494657,24.726606359544007,HighSchool,-1.2681890981134964,0.11935402569658124,0
Male,Minority,42,1.1855326408569256,0.0,-0.10952249464392472,1.171,-0.37350497425099616,-0.3222819652699707,20.0,Bachelors,0.45500340769325726,-0.6414703941072214,0
Male,Minority,49,0.6544640070570921,0.008483951970010707,0.19074467042484586,1.282,-0.0926905290256165,0.3519599331788997,26.99151604802999,Masters,0.2794570071422259,2.000416546342423,1
Male,Majority,37,-0.2505887959458521,0.2654532820577976,-0.664664459183596,0.155,-0.21572061695290404,-0.2768345630561476,14.734546717942202,Bachelors,-0.06792993590897389,0.7622597120847118,0
Female,Majority,44,-0.8228772936148232,1.1612375940026285,0.056034050012232384,-0.439,0.21936044135797364,-0.2426517837864637,20.83876240599737,HighSchool,0.9091194292696398,-1.1992889021052233,1
Female,Majority,30,-1.0983567996019423,0.5058271884526937,0.33181306887157547,-0.247,-0.8430078899517388,-0.7365026760012112,7.4941728115473065,HighSchool,-0.8066710442513659,0.07451622877146342,0
Male,Majority,49,-0.24270738758560512,0.23386908992886768,-0.62349983719139,0.292,0.735310007874492,-0.26925360927260283,26.766130910071134,Bachelors,0.855347802866354,0.5766895836701853,1
Male,Minority,24,-1.4791001438277953,0.6479131624710479,0.20495261930714037,1.048,-1.192919019242525,-0.439589669000557,1.352086837528952,HighSchool,-0.9781404378141766,-0.1887821253507493,0
Male,Majority,36,1.0436568311493384,0.0,-0.4251803990710019,-0.131,0.5531506441467017,0.08783969450322128,14.0,PhD,0.14998356555032574,0.682910267195206,1
Male,Majority,44,-0.6662001239438582,0.0,0.9227578208318696,-0.145,-0.15980399294570596,-0.938537564139842,22.0,Bachelors,-0.14428054952326716,-0.06651732014941557,0
Male,Minority,32,0.013706057785700637,0.8247980092087233,-0.032030948139580545,1.109,-1.984913932550057,-1.9606046971699698,9.175201990791276,HighSchool,-2.214408853367417,0.6672475608343279,0
Female,Minority,50,0.2444807016638079,0.287924546194436,0.10022157221118255,0.827,-0.8233363042018286,-0.25990940070782265,27.712075453805564,HighSchool,-0.2023402012978781,1.438522591656152,0
Female,Majority,40,0.9951135002548093,1.0101499454309213,-0.03879278276216147,0.155,1.4593297776666623,2.1229899891946897,16.98985005456908,PhD,1.5206620644301523,-0.6756622510056528,1
Female,Majority,33,0.08670818722086424,0.7631311081873459,-0.33740300539365176,0.297,0.27843432729750506,-0.38410936121090966,10.236868891812653,Bachelors,-0.5334889281572666,0.20313861038960904,0
Male,Majority,55,-0.3168519239558346,0.5005753484469059,-0.5933294857303493,-0.115,0.8421201427089906,1.2349224546612436,32.49942465155309,PhD,1.475008780509799,-0.46330757653841514,1
Male,Majority,31,1.747098959046582,0.0,0.48381154504707563,0.147,1.1940767029739796,1.2258526159319592,9.0,PhD,0.7606034123301265,0.12726841122583082,0
Male,Majority,44,1.1110963097825433,0.10839455341291594,-0.09148286429361699,0.596,0.7509622977983929,-0.4365947252873945,21.891605446587086,PhD,0.40984619247932264,-1.18719452785014,1
Female,Majority,28,1.497982198180402,1.1479946869206046,-0.8496333159756926,0.089,0.9551099587408621,0.2601893727679295,4.852005313079395,PhD,-0.7634849365671589,-0.5793015965026732,1
Female,Minority,46,2.013327701768752,0.9703329274718269,-0.5828674862911123,1.434,0.3762431789705156,-0.30156702103366806,23.029667072528174,Masters,-0.13390557290675467,-0.1961959728044967,0
Female,Majority,33,-0.6792591539579778,0.12769394863100353,-1.4195750532633191,0.365,0.17800366700620573,0.12609852854567108,10.872306051368996,Masters,-0.9042028673704564,0.8987638721004078,0
Female,Majority,29,1.6190667246937016,0.42134210226473506,-1.3031245721708853,0.159,3.070292110748152,3.441054866204063,6.5786578977352645,PhD,1.9124156395906384,1.145222007454132,1
Female,Majority,25,-0.3573319610653933,0.02973191303701528,0.3082591949074328,-0.022,-0.9099330706582978,-1.267237968494317,2.9702680869629847,HighSchool,-0.631331561973828,-1.323527792484255,0
Female,Majority,50,-0.29022782776590955,0.262584844088684,1.1408324270917196,-0.065,0.29569382311289083,0.5553074157265192,27.737415155911314,Bachelors,0.5452137650520118,-0.7946423659870495,1
Male,Majority,54,-0.7473015478284988,0.0,0.1521583926457974,-0.517,-0.00047064801914967734,-0.07667900060255037,32.0,Bachelors,0.5115643451745632,0.6469034225734218,1
Female,Majority,38,-0.9125168220378425,0.8655144823827705,-1.4401120167485617,-0.203,-0.11561033426132697,-0.5235660334039687,15.134485517617229,Masters,0.4497068521083252,-1.9924197841744944,0
Male,Majority,25,0.3952344569681826,0.1901282816212319,0.9252078218038732,-0.099,-0.3848152480073941,-0.7991956550512183,2.8098717183787683,Bachelors,-0.8546726928875027,-0.46316986495236695,0
Female,Majority,26,-1.7615986780439241,1.0731604074336807,-0.889325929929226,0.345,-1.2500879713567474,-0.9264524367425615,2.9268395925663193,HighSchool,-2.3250806391656433,-0.09728692567008902,0
Female,Majority,32,-0.2720765990371755,0.8149789144290503,0.978919530936992,-0.735,2.4211521071144597,1.4607407040841394,9.18502108557095,PhD,-0.18507890464061624,1.2570149772868198,1
Female,Majority,52,-0.24327073988738374,0.01956248578054165,1.1955876709921287,-0.485,-0.6816278374744903,-0.6096673977375846,29.98043751421946,Bachelors,0.15909067398631063,0.6894039005707556,0
Male,Majority,34,-1.5868730729433942,0.0,0.3009201145093265,0.725,0.14771070006683173,0.10898071246328185,12.0,Masters,0.06414708015635939,-0.32721342022219785,0
Female,Majority,44,2.0425870787723897,1.0256600555587227,-0.9420012647187708,-0.409,1.4726594507014878,1.8161304827610971,20.974339944441276,PhD,1.2375580493789082,-0.3685758940999591,1
Female,Majority,35,-1.2125542086121308,0.0,-1.9008238649124645,-0.159,-0.5037826367739667,0.12890486425571335,13.0,HighSchool,0.6621494075915967,-0.25019540051792494,0
Female,Minority,33,-0.6078295664676908,0.45594174818304833,-2.067975327421564,0.886,-0.8137204662645586,-1.1795408674200425,10.544058251816951,HighSchool,-1.3517242376629153,1.5235294004561601,0
Male,Minority,42,-0.01159448868432448,0.3655695561399655,0.15206393230176282,0.779,-0.3834556546103673,-0.1408836777362506,19.634430443860033,Masters,0.08165900329383259,-0.4280249425728672,0
Male,Minority,27,1.3114977380571349,0.0,0.775410138462894,1.208,-0.41596858905070105,0.424827722553961,5.0,HighSchool,-0.3153951949472855,-0.3036803883647294,0
Female,Minority,41,-0.3258507844053654,0.47242590876640156,-0.22752496849104265,1.522,-0.8140631148811082,-0.92779547088006,18.5275740912336,Masters,-0.42115194356434243,0.35258906728526535,0
Male,Majority,29,-0.6050354966704341,0.07724027272507891,0.027524210129485503,0.353,-1.5876795321799828,-0.7410374365488536,6.922759727274921,HighSchool,-1.5430713635208495,-0.12077044508645512,0
Male,Minority,47,1.033150806995943,0.4487311147249303,-0.9796819163810336,0.87,0.08460922795136001,0.19103113732202714,24.55126888527507,PhD,0.9306609325621892,-0.19728422796572256,1
Male,Majority,48,-0.36573278321806185,0.0,0.5415641225767028,-0.101,-0.26920212780927333,-0.4378628605419347,26.0,Bachelors,0.3700960732393235,-1.1140671431510563,0
Male,Majority,50,1.008754988433821,0.0,-0.8406257634949944,-0.095,0.49466635643993717,0.6066389123856073,28.0,PhD,1.237751807329276,-0.011521468038548173,0
Female,Majority,28,-0.17095923022100365,0.0,-0.13672420256692608,0.013,-0.08246320612556358,0.004149737048915983,6.0,Bachelors,-0.02795078884385044,-0.4435812229744192,0
Male,Minority,51,0.02529632400867793,0.6481809771680564,0.9419057618564496,0.8,0.0005765506393068195,-0.7152894442659938,28.351819022831943,Bachelors,0.30018390270541195,1.1661277761902227,1
Male,Minority,54,1.0666305206873714,0.0,0.16002596913849929,1.208,-0.7428217984485179,-0.9156760266569669,32.0,Bachelors,0.32797916653940645,0.6530885027011638,0
Male,Majority,33,-1.0216542493958558,0.0,-1.079278737248919,-0.037,-0.34060543800902116,-0.15704003758360166,11.0,Masters,-1.0584635339551516,-0.024143613009932233,0
Male,Majority,42,-0.9415854676806359,0.664185767598563,-1.161608361826233,-0.115,-0.8612924072000966,-0.25207097342444623,19.335814232401436,HighSchool,0.1312910208531858,0.6683810232673438,1
Female,Minority,42,0.8648081966697768,0.5534738018802198,0.09845905404061361,1.243,0.400595198503913,1.9252910408046273,19.44652619811978,Masters,1.175976105665216,-0.3398695517131494,0
Male,Majority,44,-0.8269388644160737,0.15659835357813431,-1.0291822024303712,-0.501,-0.14949501017302877,0.45869280387568545,21.843401646421867,HighSchool,1.4131072894491559,1.052126358426947,1
Female,Majority,47,-0.24446173644908634,0.9205541662154275,-0.9227230507598463,-0.016,-0.17317051631609368,0.4589836055159761,24.079445833784572,Masters,0.9542364767170601,-0.005399560671626605,0
Male,Minority,40,-0.260388758582304,0.0,0.510049423125903,0.804,-0.4614039487389804,-0.1570554203379929,18.0,Masters,0.23286569998467457,0.5833823541804138,0
Male,Minority,49,-0.9363436915754965,0.0,-1.021171858112842,0.81,-0.6380269007618332,0.3445302051035339,27.0,HighSchool,0.5673424360684458,-1.2908932453234871,1
Female,Majority,22,-1.9986396883981647,0.3108072295246344,-0.6941642355124222,-0.026,-1.3586488230455875,-1.438355462149281,0.0,HighSchool,-2.5011866832748963,0.34668004887842974,0
Male,Minority,49,-0.1841109840284169,0.0,0.4567501599021718,0.808,0.3889499361992733,0.6051297413747745,27.0,Masters,0.4778979883041629,-1.6882041173665416,0
Female,Majority,24,-0.5850660125562678,0.22265085888993147,0.14483978941206643,0.049,0.6037998503354273,0.12001848034696973,1.7773491411100686,HighSchool,-0.9907351037601436,-2.0353289449399323,0
Male,Majority,44,1.390736675457597,0.08104849766198503,0.3078740481385798,-0.034,-0.031870565945960216,0.21150793857524672,21.918951502338015,PhD,1.0145683066904276,-0.3044768777114372,1
Female,Majority,35,0.5216294272356368,0.8037116333464245,-0.8225527048941697,0.063,0.3639442297711209,0.9592126869717873,12.196288366653576,PhD,0.07118312987523237,-0.8999276075985952,1
Male,Majority,50,-0.9067267328688036,0.0,-1.3574460274517948,-0.096,-0.3218586116230956,-1.0400866198468959,28.0,Bachelors,0.08795824063845371,0.16405279571222256,0
Female,Majority,30,-0.7810763047466022,0.0816977342157521,-1.546997432239653,0.028,-0.4957203937985028,-1.2012973349765597,7.918302265784248,HighSchool,-1.8542352503582913,2.2447566264860495,0
Male,Minority,54,-0.2075762871876526,0.5470599376190629,-0.18463503692223296,1.011,0.09508286868373081,1.4217721127376775,31.452940062380936,Masters,1.7684550084405204,-0.8317231814120817,1
Female,Majority,35,-0.5115970960535646,0.30402011737422624,0.40337333484868865,-0.286,-0.5823410145225183,-0.6682635378451655,12.695979882625775,HighSchool,-0.5772899979646066,-0.6239435864439059,0
Female,Minority,29,-0.3837195741515173,1.0489622345593357,-0.3118961565627932,1.092,-1.5634062312927042,-0.5408571368977575,5.951037765440664,Bachelors,-0.7404137681074218,0.2054039460646989,0
Female,Majority,38,-1.2626964031280359,0.46529566737850336,-0.6539245628095978,0.268,-1.0987173708681826,-1.3460641689496256,15.534704332621496,HighSchool,-0.707288326210215,0.49301329141235634,0
Female,Minority,34,-0.637323179430836,0.5113154649569138,0.6662022580284441,0.692,-0.7575276105635861,-0.9528447234879817,11.488684535043086,HighSchool,-0.9387139617925532,-0.1764060659057582,0
Male,Majority,51,0.024198287889456632,0.0,0.5194308925039557,0.093,0.5091642961854104,1.1651174877206973,29.0,Masters,1.1496743577354576,-0.20593033025321647,1
Male,Minority,48,-1.372081921479403,0.35500762667202096,0.982698663988753,1.024,-1.7148289114912234,-2.090866166170477,25.64499237332798,HighSchool,-0.3862575733940303,0.7024629551205442,0
Male,Majority,53,0.06588964766963408,0.02433444247538011,0.16054902009737715,0.28,1.0533865864580236,0.45694791710859106,30.97566555752462,Masters,1.609760539769302,0.5199076370338984,1
Female,Majority,29,1.6747590886620656,0.0,-0.34201403191623525,-0.204,0.764813405282748,0.6665380470162132,7.0,PhD,-0.5590175006325363,-1.0336758320736887,0
Male,Majority,30,-1.178847147748049,0.033947167355646735,0.0468000421025477,0.305,-0.14798194191717975,-0.29315425148407515,7.966052832644353,Masters,0.2643085622723878,-0.07918131861584184,0
Female,Majority,50,0.035145671778206905,0.418085543915949,-1.192484776958325,0.052,0.7954791057731349,1.1178398189796623,27.58191445608405,Masters,1.0544417885238828,0.035286848661474135,1
Female,Majority,31,1.2393996474612916,0.0,-0.4343102676937764,0.123,0.779459570669894,1.3843501328914742,9.0,PhD,-0.05240689298821055,-1.0544846220491104,1
Male,Majority,44,-0.8081397073107462,0.0,0.08891417961289189,0.065,-0.6081993488076396,-1.3111025092974566,22.0,Bachelors,-0.13842978693337457,0.25983910067436333,1
Female,Majority,44,1.0373227412018238,0.16967738330003151,-0.5879923208508886,0.427,0.6489784848107444,1.5044486485078281,21.83032261669997,PhD,1.6632461902769906,-0.8579564771765439,1
Male,Minority,36,1.7455041179714998,0.0,-0.28759755244291224,0.365,0.8993060419019703,1.5973669832956536,14.0,PhD,1.760954525619902,0.9720667079170427,1
Male,Minority,29,0.4619142082373626,0.20812587380509273,1.1139853113419305,0.658,0.5118784432044307,0.11218854989236816,6.791874126194907,Masters,-0.5005238216609174,0.1927459126050724,0
Female,Majority,38,-0.03299689936170637,0.13406335242166678,-0.7450287694120666,-0.082,0.3807826684083936,-0.05248340149137492,15.865936647578334,Masters,0.07736058287826897,0.08930648576905029,1
Female,Minority,25,2.4992904976989077,0.0,0.08876810087312803,1.031,0.9959553654511114,-0.2137153073244468,3.0,PhD,-0.8626346391693279,-0.591028352856274,0
Female,Majority,30,-0.05424817293631831,0.0,0.19112562883002393,0.454,-0.6641000685150162,1.0545364060241091,8.0,Bachelors,0.3493385418438615,-0.11860982387769403,1
Male,Majority,32,0.01768568037699796,0.310345176448015,-1.4081856576746448,-0.165,0.6580906607250403,1.1921671681150319,9.689654823551985,Masters,0.6948689703682662,-1.9977462929070549,0
Male,Majority,38,-0.055163587425515026,0.0499647928930731,0.49360981478456173,-0.071,-0.20745864879012646,0.3274154999718645,15.950035207106927,Bachelors,1.3671167059784424,-1.1314074705230586,0
Female,Majority,24,-0.48552878316602155,1.2748527703435912,-0.6047820905059167,-0.147,0.3061393278013651,-0.3130201770179061,0.7251472296564088,Bachelors,-1.5502061814347505,0.3628397991887543,0
Male,Majority,40,0.26417802753672165,0.0,0.3191001567287593,-0.162,0.8610623410086466,0.9345251294353608,18.0,PhD,1.4968345622606158,-2.1285670418221447,0
Female,Majority,25,-1.4338712024789846,0.9724072696448669,1.1658900534051362,-0.251,-0.3188498468207639,1.4327422611533482,2.027592730355133,Bachelors,-0.6075340183923635,0.8466085214811634,1
Male,Majority,25,1.4086372414818498,0.0,-0.9396366233491968,-0.141,0.9031152970159461,0.9489031089989864,3.0,Masters,-0.1885566601783467,-1.7460964753739088,0
Female,Majority,36,-0.6962137596873612,0.4843859072184614,-0.3700727077450573,-0.518,-0.21348524136688835,-0.5354528517472718,13.515614092781538,Bachelors,-1.2509158758021308,0.7567385026642676,0
Male,Minority,26,-0.21555927246618814,0.0,0.7887714709914021,1.138,-1.4935402963882844,-1.5419230334252771,4.0,Bachelors,-2.461550081551751,-0.8454970328793241,0
Male,Majority,41,-0.3070475301690668,0.48638644764820316,-1.0218159123256263,-0.058,-0.23547780671333488,0.028716165756917864,18.513613552351796,Bachelors,1.1606941072026842,0.7789910843424612,1
Female,Minority,29,1.2709737319151324,1.0342025174585756,-0.7903142633197818,1.147,0.8675955151446091,1.4967232148158118,5.965797482541424,Masters,-0.06876541109037733,0.1309512075847998,1
Female,Minority,52,0.02708440879051193,0.030324575792105346,-0.1145470819501282,1.138,-0.9404690452984973,-0.6040756208353202,29.969675424207896,Masters,-0.287123126141469,-1.5368349402914887,0
Female,Majority,51,1.0846351368147833,0.7310078959754118,0.056036339088681886,0.344,1.7383233579449018,0.906737397921439,28.268992104024587,PhD,0.9767264018999853,1.2491487495584548,1
Male,Majority,50,0.5653389776285166,0.0,0.13314974344622074,-0.056,0.7831660969238743,-0.14383439406384982,28.0,Masters,1.2637309852034782,1.4417071555226115,1
Female,Majority,48,-0.8287934403151679,0.2719784294125672,-0.32400544101386564,-0.103,-0.630009624188604,0.2362812104565358,25.728021570587433,Bachelors,-0.015216824408544275,-0.0658049060002071,1
Male,Majority,42,-1.1209960231487348,0.0,2.0478954663628124,-0.301,-0.4057022545168421,0.12517958626530976,20.0,Bachelors,0.03417609525469383,-0.27391627217232034,1
Male,Minority,48,1.0570364037274755,0.38157278462405764,0.04954113574335658,0.911,1.3601873006372058,1.1883784300859352,25.61842721537594,Masters,1.3445418061568206,-0.15986696597063635,1
Female,Majority,40,-0.20268660783238937,0.962770590508429,-0.7559835771004599,-0.163,0.7947874821671819,1.7836309295075758,17.03722940949157,Bachelors,1.961259816890149,-0.9751523227787462,0
Male,Minority,41,0.2874735336609444,0.27289479979247366,-1.6286995634932253,1.471,-0.5614224831805028,-0.7029697192955349,18.727105200207525,Masters,-0.887529946174283,1.0985867597569177,0
Male,Majority,53,-1.3481800454332467,0.0,-0.3906615674518176,0.426,-0.5971470140877148,-0.26083191558908064,31.0,HighSchool,0.08952938984247656,-0.5428919317301868,1
Female,Majority,28,0.5063130876815585,0.40718714795052546,0.811889850172532,0.343,0.7123415622695816,0.930957639429588,5.592812852049475,PhD,1.1809336943000577,-0.051190412691676575,1
Male,Majority,31,0.5490754867532444,0.13273038667458834,0.48841690308841884,0.463,-0.021979635126394226,0.3914149380742798,8.867269613325412,Masters,0.0938549579481887,-0.7932964032030436,0
Female,Minority,28,-0.5934287641189436,0.7482069587367255,-0.037205832255881977,0.947,-0.7700710131085997,-0.06754273839886746,5.251793041263275,Bachelors,-1.0529403237319963,-0.6260730997201972,0
Female,Majority,28,-1.1485681409785924,0.8555522339762444,-0.2968727501524159,0.213,-1.8639233925727623,-2.641789255187239,5.144447766023756,HighSchool,-1.5894545057292813,-1.2777251516511705,0
Female,Majority,23,-0.10592304444586459,0.2238570867893379,-0.09935677982162955,-0.06,0.3160333449229525,-0.5885908479903602,0.7761429132106621,Bachelors,0.36231164791454606,1.2570693137143927,1
Male,Minority,47,-1.3287809162358366,0.7387999675758379,-0.7457488461532975,1.219,-1.994683510739957,-0.7278715953218472,24.261200032424163,HighSchool,-0.2150758170289646,-0.15408757320601318,1
Female,Majority,30,0.02537395734823252,0.8066698856895592,-1.0124401184469294,-0.243,0.7675932977966384,0.0813786544697246,7.193330114310441,Bachelors,-1.2394856197036823,0.9659216187288089,0
Male,Majority,29,0.1570584371985275,0.0,0.074712056333549,0.027,0.4458674501802127,0.4862030674175351,7.0,Masters,0.47929362069668296,0.01332459691325976,1
Male,Majority,43,0.7184248688517817,0.33866498487845087,-1.472611148420012,-0.141,1.3793214549752293,0.9315518813191439,20.661335015121548,Masters,1.2052178336762247,-0.6944035277028942,1
